"REF_DATE","Products and product groups","VALUE"
"2015-09","Services related to household furnishings and equipment",175.9
"2015-09","Clothing",86.8
"2015-09","Footwear",96.3
"2015-09","Clothing accessories, watches and jewellery",137.1
"2015-09","Clothing material, notions and services",142.4
"2015-09","Purchase of passenger vehicles",93.8
"2015-09","Leasing of passenger vehicles",88.5
"2015-09","Rental of passenger vehicles",104.2
"2015-09","Gasoline",152.1
"2015-09","Passenger vehicle parts, maintenance and repairs",135.9
"2015-09","Other passenger vehicle operating expenses",162.3
"2015-09","Local and commuter transportation",152.8
"2015-09","Inter-city transportation",128.5
"2015-09","Health care goods",102.9
"2015-09","Health care services",155.7
"2015-09","Personal care supplies and equipment",105.6
"2015-09","Personal care services",137.3
"2015-09","Recreational equipment and services (excluding recreational vehicles)",54.7
"2015-09","Purchase of recreational vehicles and outboard motors",105.6
"2015-09","Operation of recreational vehicles",151.7
"2015-09","Home entertainment equipment, parts and services",56
"2015-09","Travel services",105.1
"2015-09","Other cultural and recreational services",155.6
"2015-09","Education",159.4
"2015-09","Reading material (excluding textbooks)",135.9
"2015-09","Alcoholic beverages served in licensed establishments",135.7
"2015-09","Alcoholic beverages purchased from stores",117.5
"2015-09","Tobacco products and smokers' supplies",188.7
"2015-10","All-items",127.2
"2015-10","Meat",159
"2015-10","Fish, seafood and other marine products",126.2
"2015-10","Dairy products and eggs",137.3
"2015-10","Bakery and cereal products (excluding baby food)",155.1
"2015-10","Fruit, fruit preparations and nuts",133.9
"2015-10","Vegetables and vegetable preparations",124
"2015-10","Other food products and non-alcoholic beverages",134.3
"2015-10","Food purchased from restaurants",139.8
"2015-10","Rented accommodation",118.8
"2015-10","Mortgage interest cost",103.6
"2015-10","Homeowners' replacement cost",154.7
"2015-10","Property taxes and other special charges",152.7
"2015-10","Homeowners' home and mortgage insurance",214.9
"2015-10","Homeowners' maintenance and repairs",133.2
"2015-10","Other owned accommodation expenses",156.6
"2015-10","Electricity",144.2
"2015-10","Water",222.4
"2015-10","Natural gas",111.6
"2015-10","Fuel oil and other fuels",190
"2015-10","Communications",128.1
"2015-10","Child care and housekeeping services",152.7
"2015-10","Household cleaning products",113
"2015-10","Paper, plastic and aluminum foil supplies",124.6
"2015-10","Other household goods and services",142.5
"2015-10","Furniture",93
"2015-10","Household textiles",107.3
"2015-10","Household equipment",87.7
"2015-10","Services related to household furnishings and equipment",175.9
"2015-10","Clothing",87.8
"2015-10","Footwear",96.7
"2015-10","Clothing accessories, watches and jewellery",138.1
"2015-10","Clothing material, notions and services",142.4
"2015-10","Purchase of passenger vehicles",95.6
"2015-10","Leasing of passenger vehicles",90.1
"2015-10","Rental of passenger vehicles",104.2
"2015-10","Gasoline",149
"2015-10","Passenger vehicle parts, maintenance and repairs",136.5
"2015-10","Other passenger vehicle operating expenses",162.3
"2015-10","Local and commuter transportation",152.8
"2015-10","Inter-city transportation",127.4
"2015-10","Health care goods",102.8
"2015-10","Health care services",155.7
"2015-10","Personal care supplies and equipment",105.9
"2015-10","Personal care services",137.3
"2015-10","Recreational equipment and services (excluding recreational vehicles)",54.2
"2015-10","Purchase of recreational vehicles and outboard motors",106.6
"2015-10","Operation of recreational vehicles",151.8
"2015-10","Home entertainment equipment, parts and services",55.3
"2015-10","Travel services",98
"2015-10","Other cultural and recreational services",156.6
"2015-10","Education",159.4
"2015-10","Reading material (excluding textbooks)",135.9
"2015-10","Alcoholic beverages served in licensed establishments",135.7
"2015-10","Alcoholic beverages purchased from stores",117.5
"2015-10","Tobacco products and smokers' supplies",188.6
"2015-11","All-items",127.1
"2015-11","Meat",158.1
"2015-11","Fish, seafood and other marine products",125.6
"2015-11","Dairy products and eggs",136.8
"2015-11","Bakery and cereal products (excluding baby food)",154.9
"2015-11","Fruit, fruit preparations and nuts",135.2
"2015-11","Vegetables and vegetable preparations",133.1
"2015-11","Other food products and non-alcoholic beverages",133.7
"2015-11","Food purchased from restaurants",140.3
"2015-11","Rented accommodation",118.9
"2015-11","Mortgage interest cost",103.4
"2015-11","Homeowners' replacement cost",155.1
"2015-11","Property taxes and other special charges",152.7
"2015-11","Homeowners' home and mortgage insurance",214.9
"2015-11","Homeowners' maintenance and repairs",133.6
"2015-11","Other owned accommodation expenses",156.8
"2015-11","Electricity",145.5
"2015-11","Water",222.4
"2015-11","Natural gas",109.2
"2015-11","Fuel oil and other fuels",195.4
"2015-11","Communications",125.1
"2015-11","Child care and housekeeping services",152.7
"2015-11","Household cleaning products",112.8
"2015-11","Paper, plastic and aluminum foil supplies",124.6
"2015-11","Other household goods and services",142.5
"2015-11","Furniture",92.3
"2015-11","Household textiles",109.5
"2015-11","Household equipment",87.2
"2015-11","Services related to household furnishings and equipment",180.2
"2015-11","Clothing",86.4
"2015-11","Footwear",96.5
"2015-11","Clothing accessories, watches and jewellery",139.5
"2015-11","Clothing material, notions and services",142.8
"2015-11","Purchase of passenger vehicles",96.4
"2015-11","Leasing of passenger vehicles",90.9
"2015-11","Rental of passenger vehicles",104.2
"2015-11","Gasoline",148.6
"2015-11","Passenger vehicle parts, maintenance and repairs",136.5
"2015-11","Other passenger vehicle operating expenses",162.5
"2015-11","Local and commuter transportation",152.8
"2015-11","Inter-city transportation",130
"2015-11","Health care goods",103.2
"2015-11","Health care services",155.8
"2015-11","Personal care supplies and equipment",107.8
"2015-11","Personal care services",138.2
"2015-11","Recreational equipment and services (excluding recreational vehicles)",54
"2015-11","Purchase of recreational vehicles and outboard motors",106.2
"2015-11","Operation of recreational vehicles",151.5
"2015-11","Home entertainment equipment, parts and services",54.8
"2015-11","Travel services",89.3
"2015-11","Other cultural and recreational services",156.7
"2015-11","Education",159.4
"2015-11","Reading material (excluding textbooks)",135.9
"2015-11","Alcoholic beverages served in licensed establishments",136.5
"2015-11","Alcoholic beverages purchased from stores",117.9
"2015-11","Tobacco products and smokers' supplies",190
"2015-12","All-items",126.5
"2015-12","Meat",156.4
"2015-12","Fish, seafood and other marine products",124.1
"2015-12","Dairy products and eggs",136.7
"2015-12","Bakery and cereal products (excluding baby food)",156.1
"2015-12","Fruit, fruit preparations and nuts",138.3
"2015-12","Vegetables and vegetable preparations",139.7
"2015-12","Other food products and non-alcoholic beverages",133.8
"2015-12","Food purchased from restaurants",140.7
"2015-12","Rented accommodation",118.9
"2015-12","Mortgage interest cost",103.3
"2015-12","Homeowners' replacement cost",155.4
"2015-12","Property taxes and other special charges",152.7
"2015-12","Homeowners' home and mortgage insurance",217.2
"2015-12","Homeowners' maintenance and repairs",134.2
"2015-12","Other owned accommodation expenses",157
"2015-12","Electricity",145.7
"2015-12","Water",222.4
"2015-12","Natural gas",108.4
"2015-12","Fuel oil and other fuels",190
"2015-12","Communications",125.4
"2015-12","Child care and housekeeping services",152.7
"2015-12","Household cleaning products",112.6
"2015-12","Paper, plastic and aluminum foil supplies",124.3
"2015-12","Other household goods and services",142.5
"2015-12","Furniture",90.2
"2015-12","Household textiles",108
"2015-12","Household equipment",87
"2015-12","Services related to household furnishings and equipment",180.2
"2015-12","Clothing",80.9
"2015-12","Footwear",91.9
"2015-12","Clothing accessories, watches and jewellery",136.3
"2015-12","Clothing material, notions and services",143.2
"2015-12","Purchase of passenger vehicles",97.6
"2015-12","Leasing of passenger vehicles",92
"2015-12","Rental of passenger vehicles",102.7
"2015-12","Gasoline",142.7
"2015-12","Passenger vehicle parts, maintenance and repairs",136.5
"2015-12","Other passenger vehicle operating expenses",162.7
"2015-12","Local and commuter transportation",152.8
"2015-12","Inter-city transportation",125.4
"2015-12","Health care goods",103.2
"2015-12","Health care services",155.8
"2015-12","Personal care supplies and equipment",105.9
"2015-12","Personal care services",138.2
"2015-12","Recreational equipment and services (excluding recreational vehicles)",53.6
"2015-12","Purchase of recreational vehicles and outboard motors",105.8
"2015-12","Operation of recreational vehicles",150.5
"2015-12","Home entertainment equipment, parts and services",54.2
"2015-12","Travel services",86
"2015-12","Other cultural and recreational services",156.7
"2015-12","Education",159.5
"2015-12","Reading material (excluding textbooks)",138.3
"2015-12","Alcoholic beverages served in licensed establishments",136.5
"2015-12","Alcoholic beverages purchased from stores",117.3
"2015-12","Tobacco products and smokers' supplies",190.2
"2016-01","All-items",126.8
"2016-01","Meat",156.9
"2016-01","Fish, seafood and other marine products",127.7
"2016-01","Dairy products and eggs",136.7
"2016-01","Bakery and cereal products (excluding baby food)",156.6
"2016-01","Fruit, fruit preparations and nuts",144.9
"2016-01","Vegetables and vegetable preparations",150.7
"2016-01","Other food products and non-alcoholic beverages",134.8
"2016-01","Food purchased from restaurants",141
"2016-01","Rented accommodation",118.9
"2016-01","Mortgage interest cost",103.4
"2016-01","Homeowners' replacement cost",155.6
"2016-01","Property taxes and other special charges",152.7
"2016-01","Homeowners' home and mortgage insurance",217.4
"2016-01","Homeowners' maintenance and repairs",134.2
"2016-01","Other owned accommodation expenses",157.1
"2016-01","Electricity",149.5
"2016-01","Water",228.7
"2016-01","Natural gas",102.1
"2016-01","Fuel oil and other fuels",176.9
"2016-01","Communications",125.5
"2016-01","Child care and housekeeping services",152.7
"2016-01","Household cleaning products",113.2
"2016-01","Paper, plastic and aluminum foil supplies",124.6
"2016-01","Other household goods and services",142.9
"2016-01","Furniture",91.3
"2016-01","Household textiles",108.6
"2016-01","Household equipment",87.7
"2016-01","Services related to household furnishings and equipment",180.2
"2016-01","Clothing",80.1
"2016-01","Footwear",90.4
"2016-01","Clothing accessories, watches and jewellery",136.2
"2016-01","Clothing material, notions and services",143.2
"2016-01","Purchase of passenger vehicles",99.1
"2016-01","Leasing of passenger vehicles",93.4
"2016-01","Rental of passenger vehicles",102.7
"2016-01","Gasoline",134.1
"2016-01","Passenger vehicle parts, maintenance and repairs",137.6
"2016-01","Other passenger vehicle operating expenses",160.8
"2016-01","Local and commuter transportation",153.7
"2016-01","Inter-city transportation",130.6
"2016-01","Health care goods",103.2
"2016-01","Health care services",155.8
"2016-01","Personal care supplies and equipment",107.8
"2016-01","Personal care services",138.2
"2016-01","Recreational equipment and services (excluding recreational vehicles)",53.3
"2016-01","Purchase of recreational vehicles and outboard motors",104.8
"2016-01","Operation of recreational vehicles",147.8
"2016-01","Home entertainment equipment, parts and services",54.3
"2016-01","Travel services",86.2
"2016-01","Other cultural and recreational services",157.4
"2016-01","Education",159.5
"2016-01","Reading material (excluding textbooks)",138.4
"2016-01","Alcoholic beverages served in licensed establishments",136.6
"2016-01","Alcoholic beverages purchased from stores",118.2
"2016-01","Tobacco products and smokers' supplies",191.5
"2016-02","All-items",127.1
"2016-02","Meat",156.8
"2016-02","Fish, seafood and other marine products",127.3
"2016-02","Dairy products and eggs",137.8
"2016-02","Bakery and cereal products (excluding baby food)",156.2
"2016-02","Fruit, fruit preparations and nuts",145.7
"2016-02","Vegetables and vegetable preparations",150.9
"2016-02","Other food products and non-alcoholic beverages",135.6
"2016-02","Food purchased from restaurants",141.4
"2016-02","Rented accommodation",119
"2016-02","Mortgage interest cost",103.4
"2016-02","Homeowners' replacement cost",155.9
"2016-02","Property taxes and other special charges",152.7
"2016-02","Homeowners' home and mortgage insurance",216.4
"2016-02","Homeowners' maintenance and repairs",134.2
"2016-02","Other owned accommodation expenses",157.2
"2016-02","Electricity",149.1
"2016-02","Water",228.7
"2016-02","Natural gas",104.6
"2016-02","Fuel oil and other fuels",170.9
"2016-02","Communications",127.1
"2016-02","Child care and housekeeping services",154.7
"2016-02","Household cleaning products",113.6
"2016-02","Paper, plastic and aluminum foil supplies",126.5
"2016-02","Other household goods and services",143.4
"2016-02","Furniture",91.8
"2016-02","Household textiles",110.6
"2016-02","Household equipment",88.5
"2016-02","Services related to household furnishings and equipment",180.2
"2016-02","Clothing",81.6
"2016-02","Footwear",91.5
"2016-02","Clothing accessories, watches and jewellery",136.6
"2016-02","Clothing material, notions and services",143.3
"2016-02","Purchase of passenger vehicles",99.4
"2016-02","Leasing of passenger vehicles",93.7
"2016-02","Rental of passenger vehicles",102.7
"2016-02","Gasoline",124.9
"2016-02","Passenger vehicle parts, maintenance and repairs",137.6
"2016-02","Other passenger vehicle operating expenses",160.8
"2016-02","Local and commuter transportation",153.7
"2016-02","Inter-city transportation",130.4
"2016-02","Health care goods",103.5
"2016-02","Health care services",155.8
"2016-02","Personal care supplies and equipment",106.5
"2016-02","Personal care services",138.9
"2016-02","Recreational equipment and services (excluding recreational vehicles)",53.4
"2016-02","Purchase of recreational vehicles and outboard motors",103.9
"2016-02","Operation of recreational vehicles",145.9
"2016-02","Home entertainment equipment, parts and services",54.9
"2016-02","Travel services",94.4
"2016-02","Other cultural and recreational services",157.4
"2016-02","Education",159.5
"2016-02","Reading material (excluding textbooks)",138.4
"2016-02","Alcoholic beverages served in licensed establishments",136.6
"2016-02","Alcoholic beverages purchased from stores",118.2
"2016-02","Tobacco products and smokers' supplies",193.5
"2016-03","All-items",127.9
"2016-03","Meat",160
"2016-03","Fish, seafood and other marine products",127.4
"2016-03","Dairy products and eggs",136.8
"2016-03","Bakery and cereal products (excluding baby food)",155.6
"2016-03","Fruit, fruit preparations and nuts",141.7
"2016-03","Vegetables and vegetable preparations",146.6
"2016-03","Other food products and non-alcoholic beverages",135.9
"2016-03","Food purchased from restaurants",141.4
"2016-03","Rented accommodation",119.1
"2016-03","Mortgage interest cost",103.4
"2016-03","Homeowners' replacement cost",156.5
"2016-03","Property taxes and other special charges",152.7
"2016-03","Homeowners' home and mortgage insurance",215.8
"2016-03","Homeowners' maintenance and repairs",134.4
"2016-03","Other owned accommodation expenses",157.5
"2016-03","Electricity",149.8
"2016-03","Water",228.7
"2016-03","Natural gas",102.6
"2016-03","Fuel oil and other fuels",172
"2016-03","Communications",127.2
"2016-03","Child care and housekeeping services",154.7
"2016-03","Household cleaning products",113.9
"2016-03","Paper, plastic and aluminum foil supplies",126.9
"2016-03","Other household goods and services",144
"2016-03","Furniture",93.1
"2016-03","Household textiles",110.6
"2016-03","Household equipment",88.6
"2016-03","Services related to household furnishings and equipment",183.5
"2016-03","Clothing",86.1
"2016-03","Footwear",94.5
"2016-03","Clothing accessories, watches and jewellery",137.1
"2016-03","Clothing material, notions and services",143.6
"2016-03","Purchase of passenger vehicles",100.2
"2016-03","Leasing of passenger vehicles",94.4
"2016-03","Rental of passenger vehicles",100.8
"2016-03","Gasoline",132
"2016-03","Passenger vehicle parts, maintenance and repairs",137.6
"2016-03","Other passenger vehicle operating expenses",161
"2016-03","Local and commuter transportation",153.7
"2016-03","Inter-city transportation",130.3
"2016-03","Health care goods",103.1
"2016-03","Health care services",155.9
"2016-03","Personal care supplies and equipment",106.9
"2016-03","Personal care services",138.9
"2016-03","Recreational equipment and services (excluding recreational vehicles)",54
"2016-03","Purchase of recreational vehicles and outboard motors",106.3
"2016-03","Operation of recreational vehicles",147.5
"2016-03","Home entertainment equipment, parts and services",54.9
"2016-03","Travel services",98.3
"2016-03","Other cultural and recreational services",157.4
"2016-03","Education",159.5
"2016-03","Reading material (excluding textbooks)",138.8
"2016-03","Alcoholic beverages served in licensed establishments",136.6
"2016-03","Alcoholic beverages purchased from stores",118.6
"2016-03","Tobacco products and smokers' supplies",195.9
"2016-04","All-items",128.3
"2016-04","Meat",158.7
"2016-04","Fish, seafood and other marine products",129.6
"2016-04","Dairy products and eggs",136.7
"2016-04","Bakery and cereal products (excluding baby food)",156.4
"2016-04","Fruit, fruit preparations and nuts",138.2
"2016-04","Vegetables and vegetable preparations",140.7
"2016-04","Other food products and non-alcoholic beverages",136.4
"2016-04","Food purchased from restaurants",141.8
"2016-04","Rented accommodation",119.1
"2016-04","Mortgage interest cost",103.3
"2016-04","Homeowners' replacement cost",156.9
"2016-04","Property taxes and other special charges",152.7
"2016-04","Homeowners' home and mortgage insurance",216.5
"2016-04","Homeowners' maintenance and repairs",136.1
"2016-04","Other owned accommodation expenses",158.5
"2016-04","Electricity",149.8
"2016-04","Water",231
"2016-04","Natural gas",99.7
"2016-04","Fuel oil and other fuels",171.1
"2016-04","Communications",127.2
"2016-04","Child care and housekeeping services",154.7
"2016-04","Household cleaning products",112.7
"2016-04","Paper, plastic and aluminum foil supplies",126.3
"2016-04","Other household goods and services",144.7
"2016-04","Furniture",94.3
"2016-04","Household textiles",109
"2016-04","Household equipment",88.8
"2016-04","Services related to household furnishings and equipment",183.5
"2016-04","Clothing",86.4
"2016-04","Footwear",93.7
"2016-04","Clothing accessories, watches and jewellery",137.7
"2016-04","Clothing material, notions and services",143.6
"2016-04","Purchase of passenger vehicles",100.9
"2016-04","Leasing of passenger vehicles",95
"2016-04","Rental of passenger vehicles",100.8
"2016-04","Gasoline",143.7
"2016-04","Passenger vehicle parts, maintenance and repairs",138
"2016-04","Other passenger vehicle operating expenses",161
"2016-04","Local and commuter transportation",153.7
"2016-04","Inter-city transportation",131.9
"2016-04","Health care goods",103.5
"2016-04","Health care services",158.6
"2016-04","Personal care supplies and equipment",107.4
"2016-04","Personal care services",138.9
"2016-04","Recreational equipment and services (excluding recreational vehicles)",54.7
"2016-04","Purchase of recreational vehicles and outboard motors",107.4
"2016-04","Operation of recreational vehicles",150.1
"2016-04","Home entertainment equipment, parts and services",55.2
"2016-04","Travel services",92.3
"2016-04","Other cultural and recreational services",159.2
"2016-04","Education",159.5
"2016-04","Reading material (excluding textbooks)",139.2
"2016-04","Alcoholic beverages served in licensed establishments",136.6
"2016-04","Alcoholic beverages purchased from stores",119
"2016-04","Tobacco products and smokers' supplies",196.2
"2016-05","All-items",128.8
"2016-05","Meat",159.1
"2016-05","Fish, seafood and other marine products",130.6
"2016-05","Dairy products and eggs",136.6
"2016-05","Bakery and cereal products (excluding baby food)",156.6
"2016-05","Fruit, fruit preparations and nuts",137.6
"2016-05","Vegetables and vegetable preparations",134.5
"2016-05","Other food products and non-alcoholic beverages",136
"2016-05","Food purchased from restaurants",142.1
"2016-05","Rented accommodation",119.1
"2016-05","Mortgage interest cost",103.3
"2016-05","Homeowners' replacement cost",157.5
"2016-05","Property taxes and other special charges",152.7
"2016-05","Homeowners' home and mortgage insurance",216.7
"2016-05","Homeowners' maintenance and repairs",135.4
"2016-05","Other owned accommodation expenses",158.8
"2016-05","Electricity",151.4
"2016-05","Water",231.7
"2016-05","Natural gas",99.6
"2016-05","Fuel oil and other fuels",173.9
"2016-05","Communications",128.5
"2016-05","Child care and housekeeping services",154.9
"2016-05","Household cleaning products",112.7
"2016-05","Paper, plastic and aluminum foil supplies",125.4
"2016-05","Other household goods and services",144.6
"2016-05","Furniture",95.3
"2016-05","Household textiles",110.2
"2016-05","Household equipment",88.9
"2016-05","Services related to household furnishings and equipment",183.5
"2016-05","Clothing",85.7
"2016-05","Footwear",95.5
"2016-05","Clothing accessories, watches and jewellery",138.6
"2016-05","Clothing material, notions and services",144.6
"2016-05","Purchase of passenger vehicles",101
"2016-05","Leasing of passenger vehicles",95.1
"2016-05","Rental of passenger vehicles",100.8
"2016-05","Gasoline",149.6
"2016-05","Passenger vehicle parts, maintenance and repairs",137.9
"2016-05","Other passenger vehicle operating expenses",164.1
"2016-05","Local and commuter transportation",153.7
"2016-05","Inter-city transportation",133.2
"2016-05","Health care goods",103.8
"2016-05","Health care services",158.6
"2016-05","Personal care supplies and equipment",106.6
"2016-05","Personal care services",140
"2016-05","Recreational equipment and services (excluding recreational vehicles)",54.6
"2016-05","Purchase of recreational vehicles and outboard motors",110.4
"2016-05","Operation of recreational vehicles",153.2
"2016-05","Home entertainment equipment, parts and services",55.2
"2016-05","Travel services",97.1
"2016-05","Other cultural and recreational services",159.7
"2016-05","Education",159.5
"2016-05","Reading material (excluding textbooks)",139.2
"2016-05","Alcoholic beverages served in licensed establishments",137.7
"2016-05","Alcoholic beverages purchased from stores",118.9
"2016-05","Tobacco products and smokers' supplies",196.5
"2016-06","All-items",129.1
"2016-06","Meat",156.7
"2016-06","Fish, seafood and other marine products",131.9
"2016-06","Dairy products and eggs",135.5
"2016-06","Bakery and cereal products (excluding baby food)",155.2
"2016-06","Fruit, fruit preparations and nuts",137.4
"2016-06","Vegetables and vegetable preparations",135.8
"2016-06","Other food products and non-alcoholic beverages",135.2
"2016-06","Food purchased from restaurants",142.3
"2016-06","Rented accommodation",119.2
"2016-06","Mortgage interest cost",103.3
"2016-06","Homeowners' replacement cost",158.9
"2016-06","Property taxes and other special charges",152.7
"2016-06","Homeowners' home and mortgage insurance",218.1
"2016-06","Homeowners' maintenance and repairs",135.5
"2016-06","Other owned accommodation expenses",159.7
"2016-06","Electricity",151.6
"2016-06","Water",231.7
"2016-06","Natural gas",101.2
"2016-06","Fuel oil and other fuels",179.9
"2016-06","Communications",128.6
"2016-06","Child care and housekeeping services",154.9
"2016-06","Household cleaning products",112.8
"2016-06","Paper, plastic and aluminum foil supplies",125.9
"2016-06","Other household goods and services",144.8
"2016-06","Furniture",95.7
"2016-06","Household textiles",110.5
"2016-06","Household equipment",89.6
"2016-06","Services related to household furnishings and equipment",183.5
"2016-06","Clothing",83.5
"2016-06","Footwear",93.9
"2016-06","Clothing accessories, watches and jewellery",138.4
"2016-06","Clothing material, notions and services",144.8
"2016-06","Purchase of passenger vehicles",101.8
"2016-06","Leasing of passenger vehicles",95.9
"2016-06","Rental of passenger vehicles",114.5
"2016-06","Gasoline",156.1
"2016-06","Passenger vehicle parts, maintenance and repairs",137.9
"2016-06","Other passenger vehicle operating expenses",163.2
"2016-06","Local and commuter transportation",153.7
"2016-06","Inter-city transportation",135.2
"2016-06","Health care goods",103.8
"2016-06","Health care services",158.6
"2016-06","Personal care supplies and equipment",106.2
"2016-06","Personal care services",140
"2016-06","Recreational equipment and services (excluding recreational vehicles)",54.1
"2016-06","Purchase of recreational vehicles and outboard motors",110
"2016-06","Operation of recreational vehicles",154.2
"2016-06","Home entertainment equipment, parts and services",54.8
"2016-06","Travel services",98.9
"2016-06","Other cultural and recreational services",159.7
"2016-06","Education",159.6
"2016-06","Reading material (excluding textbooks)",142.8
"2016-06","Alcoholic beverages served in licensed establishments",137.7
"2016-06","Alcoholic beverages purchased from stores",118.4
"2016-06","Tobacco products and smokers' supplies",197.1
"2016-07","All-items",128.9
"2016-07","Meat",158.4
"2016-07","Fish, seafood and other marine products",132.9
"2016-07","Dairy products and eggs",135.8
"2016-07","Bakery and cereal products (excluding baby food)",155.4
"2016-07","Fruit, fruit preparations and nuts",135.9
"2016-07","Vegetables and vegetable preparations",135.2
"2016-07","Other food products and non-alcoholic beverages",135.8
"2016-07","Food purchased from restaurants",142.7
"2016-07","Rented accommodation",119.2
"2016-07","Mortgage interest cost",103.2
"2016-07","Homeowners' replacement cost",159.4
"2016-07","Property taxes and other special charges",152.7
"2016-07","Homeowners' home and mortgage insurance",219.3
"2016-07","Homeowners' maintenance and repairs",135.4
"2016-07","Other owned accommodation expenses",160
"2016-07","Electricity",153.1
"2016-07","Water",232.8
"2016-07","Natural gas",104.9
"2016-07","Fuel oil and other fuels",179
"2016-07","Communications",128.6
"2016-07","Child care and housekeeping services",154.9
"2016-07","Household cleaning products",113.3
"2016-07","Paper, plastic and aluminum foil supplies",125.8
"2016-07","Other household goods and services",145.1
"2016-07","Furniture",95.9
"2016-07","Household textiles",108.7
"2016-07","Household equipment",88.8
"2016-07","Services related to household furnishings and equipment",184.6
"2016-07","Clothing",82
"2016-07","Footwear",91.7
"2016-07","Clothing accessories, watches and jewellery",137.7
"2016-07","Clothing material, notions and services",144.8
"2016-07","Purchase of passenger vehicles",99.9
"2016-07","Leasing of passenger vehicles",94.2
"2016-07","Rental of passenger vehicles",114.6
"2016-07","Gasoline",147.4
"2016-07","Passenger vehicle parts, maintenance and repairs",138.6
"2016-07","Other passenger vehicle operating expenses",163.2
"2016-07","Local and commuter transportation",154.5
"2016-07","Inter-city transportation",138.5
"2016-07","Health care goods",103.1
"2016-07","Health care services",158.6
"2016-07","Personal care supplies and equipment",106.5
"2016-07","Personal care services",140.1
"2016-07","Recreational equipment and services (excluding recreational vehicles)",54.5
"2016-07","Purchase of recreational vehicles and outboard motors",110.4
"2016-07","Operation of recreational vehicles",152.6
"2016-07","Home entertainment equipment, parts and services",54.9
"2016-07","Travel services",104.4
"2016-07","Other cultural and recreational services",159.9
"2016-07","Education",159.3
"2016-07","Reading material (excluding textbooks)",143.3
"2016-07","Alcoholic beverages served in licensed establishments",137.9
"2016-07","Alcoholic beverages purchased from stores",118.7
"2016-07","Tobacco products and smokers' supplies",197.7
"2016-08","All-items",128.7
"2016-08","Meat",157.5
"2016-08","Fish, seafood and other marine products",132.8
"2016-08","Dairy products and eggs",136.7
"2016-08","Bakery and cereal products (excluding baby food)",155.3
"2016-08","Fruit, fruit preparations and nuts",130.9
"2016-08","Vegetables and vegetable preparations",129.4
"2016-08","Other food products and non-alcoholic beverages",136.1
"2016-08","Food purchased from restaurants",142.9
"2016-08","Rented accommodation",119.4
"2016-08","Mortgage interest cost",103
"2016-08","Homeowners' replacement cost",160.3
"2016-08","Property taxes and other special charges",152.7
"2016-08","Homeowners' home and mortgage insurance",219.6
"2016-08","Homeowners' maintenance and repairs",135.4
"2016-08","Other owned accommodation expenses",160.5
"2016-08","Electricity",153.1
"2016-08","Water",232.8
"2016-08","Natural gas",107.1
"2016-08","Fuel oil and other fuels",173.3
"2016-08","Communications",127.1
"2016-08","Child care and housekeeping services",154.9
"2016-08","Household cleaning products",114.1
"2016-08","Paper, plastic and aluminum foil supplies",125.3
"2016-08","Other household goods and services",144.8
"2016-08","Furniture",96
"2016-08","Household textiles",111.6
"2016-08","Household equipment",90.1
"2016-08","Services related to household furnishings and equipment",184.6
"2016-08","Clothing",83.1
"2016-08","Footwear",92.7
"2016-08","Clothing accessories, watches and jewellery",138.8
"2016-08","Clothing material, notions and services",144.1
"2016-08","Purchase of passenger vehicles",99
"2016-08","Leasing of passenger vehicles",93.3
"2016-08","Rental of passenger vehicles",114.6
"2016-08","Gasoline",146.1
"2016-08","Passenger vehicle parts, maintenance and repairs",138.6
"2016-08","Other passenger vehicle operating expenses",163.6
"2016-08","Local and commuter transportation",154.5
"2016-08","Inter-city transportation",136.8
"2016-08","Health care goods",103.9
"2016-08","Health care services",158.6
"2016-08","Personal care supplies and equipment",107.8
"2016-08","Personal care services",140.2
"2016-08","Recreational equipment and services (excluding recreational vehicles)",54.4
"2016-08","Purchase of recreational vehicles and outboard motors",108.9
"2016-08","Operation of recreational vehicles",152.5
"2016-08","Home entertainment equipment, parts and services",55
"2016-08","Travel services",103.6
"2016-08","Other cultural and recreational services",159.9
"2016-08","Education",159.2
"2016-08","Reading material (excluding textbooks)",143.3
"2016-08","Alcoholic beverages served in licensed establishments",137.8
"2016-08","Alcoholic beverages purchased from stores",119
"2016-08","Tobacco products and smokers' supplies",197.7
"2016-09","All-items",128.8
"2016-09","Meat",156.7
"2016-09","Fish, seafood and other marine products",132
"2016-09","Dairy products and eggs",134.6
"2016-09","Bakery and cereal products (excluding baby food)",151.5
"2016-09","Fruit, fruit preparations and nuts",129.7
"2016-09","Vegetables and vegetable preparations",122.9
"2016-09","Other food products and non-alcoholic beverages",133.3
"2016-09","Food purchased from restaurants",143.1
"2016-09","Rented accommodation",119.4
"2016-09","Mortgage interest cost",102.9
"2016-09","Homeowners' replacement cost",160.7
"2016-09","Property taxes and other special charges",152.7
"2016-09","Homeowners' home and mortgage insurance",220.2
"2016-09","Homeowners' maintenance and repairs",135.4
"2016-09","Other owned accommodation expenses",160.8
"2016-09","Electricity",152.1
"2016-09","Water",232.8
"2016-09","Natural gas",107.1
"2016-09","Fuel oil and other fuels",174.7
"2016-09","Communications",126.9
"2016-09","Child care and housekeeping services",155.8
"2016-09","Household cleaning products",110.9
"2016-09","Paper, plastic and aluminum foil supplies",122.7
"2016-09","Other household goods and services",145.3
"2016-09","Furniture",94.9
"2016-09","Household textiles",111.9
"2016-09","Household equipment",89.3
"2016-09","Services related to household furnishings and equipment",184.6
