"REF_DATE","GEO","Labour force characteristics","VALUE"
"2017-03","New Brunswick","Employment rate",56.8
"2017-03","Quebec","Population",6915.7
"2017-03","Quebec","Labour force",4471.1
"2017-03","Quebec","Employment",4190.5
"2017-03","Quebec","Full-time employment",3353.6
"2017-03","Quebec","Part-time employment ",837
"2017-03","Quebec","Unemployment",280.6
"2017-03","Quebec","Unemployment rate",6.3
"2017-03","Quebec","Participation rate",64.7
"2017-03","Quebec","Employment rate",60.6
"2017-03","Ontario","Population",11628.4
"2017-03","Ontario","Labour force",7552
"2017-03","Ontario","Employment",7069.9
"2017-03","Ontario","Full-time employment",5753.8
"2017-03","Ontario","Part-time employment ",1316.1
"2017-03","Ontario","Unemployment",482.1
"2017-03","Ontario","Unemployment rate",6.4
"2017-03","Ontario","Participation rate",64.9
"2017-03","Ontario","Employment rate",60.8
"2017-03","Manitoba","Population",1008.8
"2017-03","Manitoba","Labour force",678.3
"2017-03","Manitoba","Employment",641.5
"2017-03","Manitoba","Full-time employment",521.4
"2017-03","Manitoba","Part-time employment ",120.2
"2017-03","Manitoba","Unemployment",36.8
"2017-03","Manitoba","Unemployment rate",5.4
"2017-03","Manitoba","Participation rate",67.2
"2017-03","Manitoba","Employment rate",63.6
"2017-03","Saskatchewan","Population",874.3
"2017-03","Saskatchewan","Labour force",605.9
"2017-03","Saskatchewan","Employment",568.6
"2017-03","Saskatchewan","Full-time employment",468.4
"2017-03","Saskatchewan","Part-time employment ",100.2
"2017-03","Saskatchewan","Unemployment",37.4
"2017-03","Saskatchewan","Unemployment rate",6.2
"2017-03","Saskatchewan","Participation rate",69.3
"2017-03","Saskatchewan","Employment rate",65
"2017-03","Alberta","Population",3417.6
"2017-03","Alberta","Labour force",2489.7
"2017-03","Alberta","Employment",2281.8
"2017-03","Alberta","Full-time employment",1858.8
"2017-03","Alberta","Part-time employment ",423
"2017-03","Alberta","Unemployment",207.9
"2017-03","Alberta","Unemployment rate",8.4
"2017-03","Alberta","Participation rate",72.8
"2017-03","Alberta","Employment rate",66.8
"2017-03","British Columbia","Population",3963.7
"2017-03","British Columbia","Labour force",2586
"2017-03","British Columbia","Employment",2446.5
"2017-03","British Columbia","Full-time employment",1928.5
"2017-03","British Columbia","Part-time employment ",518
"2017-03","British Columbia","Unemployment",139.5
"2017-03","British Columbia","Unemployment rate",5.4
"2017-03","British Columbia","Participation rate",65.2
"2017-03","British Columbia","Employment rate",61.7
"2017-04","Newfoundland and Labrador","Population",445.7
"2017-04","Newfoundland and Labrador","Labour force",263.7
"2017-04","Newfoundland and Labrador","Employment",226.3
"2017-04","Newfoundland and Labrador","Full-time employment",192.8
"2017-04","Newfoundland and Labrador","Part-time employment ",33.5
"2017-04","Newfoundland and Labrador","Unemployment",37.5
"2017-04","Newfoundland and Labrador","Unemployment rate",14.2
"2017-04","Newfoundland and Labrador","Participation rate",59.2
"2017-04","Newfoundland and Labrador","Employment rate",50.8
"2017-04","Prince Edward Island","Population",123.3
"2017-04","Prince Edward Island","Labour force",81.9
"2017-04","Prince Edward Island","Employment",74
"2017-04","Prince Edward Island","Full-time employment",62.4
"2017-04","Prince Edward Island","Part-time employment ",11.6
"2017-04","Prince Edward Island","Unemployment",7.9
"2017-04","Prince Edward Island","Unemployment rate",9.6
"2017-04","Prince Edward Island","Participation rate",66.4
"2017-04","Prince Edward Island","Employment rate",60
"2017-04","Nova Scotia","Population",791.2
"2017-04","Nova Scotia","Labour force",490.7
"2017-04","Nova Scotia","Employment",449
"2017-04","Nova Scotia","Full-time employment",365.1
"2017-04","Nova Scotia","Part-time employment ",84
"2017-04","Nova Scotia","Unemployment",41.7
"2017-04","Nova Scotia","Unemployment rate",8.5
"2017-04","Nova Scotia","Participation rate",62
"2017-04","Nova Scotia","Employment rate",56.7
"2017-04","New Brunswick","Population",624.2
"2017-04","New Brunswick","Labour force",384.4
"2017-04","New Brunswick","Employment",352
"2017-04","New Brunswick","Full-time employment",301.5
"2017-04","New Brunswick","Part-time employment ",50.5
"2017-04","New Brunswick","Unemployment",32.4
"2017-04","New Brunswick","Unemployment rate",8.4
"2017-04","New Brunswick","Participation rate",61.6
"2017-04","New Brunswick","Employment rate",56.4
"2017-04","Quebec","Population",6920.2
"2017-04","Quebec","Labour force",4481.9
"2017-04","Quebec","Employment",4194.2
"2017-04","Quebec","Full-time employment",3346.8
"2017-04","Quebec","Part-time employment ",847.4
"2017-04","Quebec","Unemployment",287.7
"2017-04","Quebec","Unemployment rate",6.4
"2017-04","Quebec","Participation rate",64.8
"2017-04","Quebec","Employment rate",60.6
"2017-04","Ontario","Population",11642.4
"2017-04","Ontario","Labour force",7524.2
"2017-04","Ontario","Employment",7078.6
"2017-04","Ontario","Full-time employment",5750.5
"2017-04","Ontario","Part-time employment ",1328.1
"2017-04","Ontario","Unemployment",445.6
"2017-04","Ontario","Unemployment rate",5.9
"2017-04","Ontario","Participation rate",64.6
"2017-04","Ontario","Employment rate",60.8
"2017-04","Manitoba","Population",1010.4
"2017-04","Manitoba","Labour force",676.9
"2017-04","Manitoba","Employment",641.2
"2017-04","Manitoba","Full-time employment",518.4
"2017-04","Manitoba","Part-time employment ",122.9
"2017-04","Manitoba","Unemployment",35.7
"2017-04","Manitoba","Unemployment rate",5.3
"2017-04","Manitoba","Participation rate",67
"2017-04","Manitoba","Employment rate",63.5
"2017-04","Saskatchewan","Population",875.2
"2017-04","Saskatchewan","Labour force",606.9
"2017-04","Saskatchewan","Employment",568.7
"2017-04","Saskatchewan","Full-time employment",464.8
"2017-04","Saskatchewan","Part-time employment ",103.9
"2017-04","Saskatchewan","Unemployment",38.2
"2017-04","Saskatchewan","Unemployment rate",6.3
"2017-04","Saskatchewan","Participation rate",69.3
"2017-04","Saskatchewan","Employment rate",65
"2017-04","Alberta","Population",3421.4
"2017-04","Alberta","Labour force",2483.4
"2017-04","Alberta","Employment",2286.1
"2017-04","Alberta","Full-time employment",1862.5
"2017-04","Alberta","Part-time employment ",423.6
"2017-04","Alberta","Unemployment",197.3
"2017-04","Alberta","Unemployment rate",7.9
"2017-04","Alberta","Participation rate",72.6
"2017-04","Alberta","Employment rate",66.8
"2017-04","British Columbia","Population",3968.3
"2017-04","British Columbia","Labour force",2597.7
"2017-04","British Columbia","Employment",2458.3
"2017-04","British Columbia","Full-time employment",1926
"2017-04","British Columbia","Part-time employment ",532.3
"2017-04","British Columbia","Unemployment",139.4
"2017-04","British Columbia","Unemployment rate",5.4
"2017-04","British Columbia","Participation rate",65.5
"2017-04","British Columbia","Employment rate",61.9
"2017-05","Newfoundland and Labrador","Population",445.8
"2017-05","Newfoundland and Labrador","Labour force",263.8
"2017-05","Newfoundland and Labrador","Employment",224.5
"2017-05","Newfoundland and Labrador","Full-time employment",193
"2017-05","Newfoundland and Labrador","Part-time employment ",31.6
"2017-05","Newfoundland and Labrador","Unemployment",39.3
"2017-05","Newfoundland and Labrador","Unemployment rate",14.9
"2017-05","Newfoundland and Labrador","Participation rate",59.2
"2017-05","Newfoundland and Labrador","Employment rate",50.4
"2017-05","Prince Edward Island","Population",123.7
"2017-05","Prince Edward Island","Labour force",83.1
"2017-05","Prince Edward Island","Employment",74.7
"2017-05","Prince Edward Island","Full-time employment",62.5
"2017-05","Prince Edward Island","Part-time employment ",12.2
"2017-05","Prince Edward Island","Unemployment",8.4
"2017-05","Prince Edward Island","Unemployment rate",10.1
"2017-05","Prince Edward Island","Participation rate",67.2
"2017-05","Prince Edward Island","Employment rate",60.4
"2017-05","Nova Scotia","Population",791.6
"2017-05","Nova Scotia","Labour force",490
"2017-05","Nova Scotia","Employment",450.2
"2017-05","Nova Scotia","Full-time employment",365.6
"2017-05","Nova Scotia","Part-time employment ",84.6
"2017-05","Nova Scotia","Unemployment",39.8
"2017-05","Nova Scotia","Unemployment rate",8.1
"2017-05","Nova Scotia","Participation rate",61.9
"2017-05","Nova Scotia","Employment rate",56.9
"2017-05","New Brunswick","Population",624.5
"2017-05","New Brunswick","Labour force",384
"2017-05","New Brunswick","Employment",352
"2017-05","New Brunswick","Full-time employment",302
"2017-05","New Brunswick","Part-time employment ",50.1
"2017-05","New Brunswick","Unemployment",32
"2017-05","New Brunswick","Unemployment rate",8.3
"2017-05","New Brunswick","Participation rate",61.5
"2017-05","New Brunswick","Employment rate",56.4
"2017-05","Quebec","Population",6925.5
"2017-05","Quebec","Labour force",4474.3
"2017-05","Quebec","Employment",4206.6
"2017-05","Quebec","Full-time employment",3380.6
"2017-05","Quebec","Part-time employment ",826
"2017-05","Quebec","Unemployment",267.7
"2017-05","Quebec","Unemployment rate",6
"2017-05","Quebec","Participation rate",64.6
"2017-05","Quebec","Employment rate",60.7
"2017-05","Ontario","Population",11658.2
"2017-05","Ontario","Labour force",7579
"2017-05","Ontario","Employment",7094.7
"2017-05","Ontario","Full-time employment",5752.4
"2017-05","Ontario","Part-time employment ",1342.3
"2017-05","Ontario","Unemployment",484.2
"2017-05","Ontario","Unemployment rate",6.4
"2017-05","Ontario","Participation rate",65
"2017-05","Ontario","Employment rate",60.9
"2017-05","Manitoba","Population",1012
"2017-05","Manitoba","Labour force",678.6
"2017-05","Manitoba","Employment",643.7
"2017-05","Manitoba","Full-time employment",523.7
"2017-05","Manitoba","Part-time employment ",120
"2017-05","Manitoba","Unemployment",34.9
"2017-05","Manitoba","Unemployment rate",5.1
"2017-05","Manitoba","Participation rate",67.1
"2017-05","Manitoba","Employment rate",63.6
"2017-05","Saskatchewan","Population",876.4
"2017-05","Saskatchewan","Labour force",609
"2017-05","Saskatchewan","Employment",570.9
"2017-05","Saskatchewan","Full-time employment",468.3
"2017-05","Saskatchewan","Part-time employment ",102.6
"2017-05","Saskatchewan","Unemployment",38.2
"2017-05","Saskatchewan","Unemployment rate",6.3
"2017-05","Saskatchewan","Participation rate",69.5
"2017-05","Saskatchewan","Employment rate",65.1
"2017-05","Alberta","Population",3425.5
"2017-05","Alberta","Labour force",2488.2
"2017-05","Alberta","Employment",2290.8
"2017-05","Alberta","Full-time employment",1879.2
"2017-05","Alberta","Part-time employment ",411.6
"2017-05","Alberta","Unemployment",197.4
"2017-05","Alberta","Unemployment rate",7.9
"2017-05","Alberta","Participation rate",72.6
"2017-05","Alberta","Employment rate",66.9
"2017-05","British Columbia","Population",3973.9
"2017-05","British Columbia","Labour force",2620.3
"2017-05","British Columbia","Employment",2472.1
"2017-05","British Columbia","Full-time employment",1936.8
"2017-05","British Columbia","Part-time employment ",535.3
"2017-05","British Columbia","Unemployment",148.1
"2017-05","British Columbia","Unemployment rate",5.7
"2017-05","British Columbia","Participation rate",65.9
"2017-05","British Columbia","Employment rate",62.2
"2017-06","Newfoundland and Labrador","Population",445.8
"2017-06","Newfoundland and Labrador","Labour force",262.6
"2017-06","Newfoundland and Labrador","Employment",223.9
"2017-06","Newfoundland and Labrador","Full-time employment",192.4
"2017-06","Newfoundland and Labrador","Part-time employment ",31.5
"2017-06","Newfoundland and Labrador","Unemployment",38.7
"2017-06","Newfoundland and Labrador","Unemployment rate",14.7
"2017-06","Newfoundland and Labrador","Participation rate",58.9
"2017-06","Newfoundland and Labrador","Employment rate",50.2
"2017-06","Prince Edward Island","Population",123.8
"2017-06","Prince Edward Island","Labour force",82.9
"2017-06","Prince Edward Island","Employment",74.2
"2017-06","Prince Edward Island","Full-time employment",62.4
"2017-06","Prince Edward Island","Part-time employment ",11.8
"2017-06","Prince Edward Island","Unemployment",8.6
"2017-06","Prince Edward Island","Unemployment rate",10.4
"2017-06","Prince Edward Island","Participation rate",67
"2017-06","Prince Edward Island","Employment rate",59.9
"2017-06","Nova Scotia","Population",792
"2017-06","Nova Scotia","Labour force",491.7
"2017-06","Nova Scotia","Employment",448.7
"2017-06","Nova Scotia","Full-time employment",365
"2017-06","Nova Scotia","Part-time employment ",83.7
"2017-06","Nova Scotia","Unemployment",43
"2017-06","Nova Scotia","Unemployment rate",8.7
"2017-06","Nova Scotia","Participation rate",62.1
"2017-06","Nova Scotia","Employment rate",56.7
"2017-06","New Brunswick","Population",624.5
"2017-06","New Brunswick","Labour force",382.8
"2017-06","New Brunswick","Employment",352.2
"2017-06","New Brunswick","Full-time employment",302.3
"2017-06","New Brunswick","Part-time employment ",49.9
"2017-06","New Brunswick","Unemployment",30.5
"2017-06","New Brunswick","Unemployment rate",8
"2017-06","New Brunswick","Participation rate",61.3
"2017-06","New Brunswick","Employment rate",56.4
"2017-06","Quebec","Population",6929.6
"2017-06","Quebec","Labour force",4507.5
"2017-06","Quebec","Employment",4237.6
"2017-06","Quebec","Full-time employment",3410.5
"2017-06","Quebec","Part-time employment ",827.1
"2017-06","Quebec","Unemployment",269.9
"2017-06","Quebec","Unemployment rate",6
"2017-06","Quebec","Participation rate",65
"2017-06","Quebec","Employment rate",61.2
"2017-06","Ontario","Population",11673.6
"2017-06","Ontario","Labour force",7559.7
"2017-06","Ontario","Employment",7086
"2017-06","Ontario","Full-time employment",5737.7
"2017-06","Ontario","Part-time employment ",1348.3
"2017-06","Ontario","Unemployment",473.7
"2017-06","Ontario","Unemployment rate",6.3
"2017-06","Ontario","Participation rate",64.8
"2017-06","Ontario","Employment rate",60.7
"2017-06","Manitoba","Population",1013.2
"2017-06","Manitoba","Labour force",680
"2017-06","Manitoba","Employment",643.5
"2017-06","Manitoba","Full-time employment",521.1
"2017-06","Manitoba","Part-time employment ",122.4
"2017-06","Manitoba","Unemployment",36.5
"2017-06","Manitoba","Unemployment rate",5.4
"2017-06","Manitoba","Participation rate",67.1
"2017-06","Manitoba","Employment rate",63.5
"2017-06","Saskatchewan","Population",876.9
"2017-06","Saskatchewan","Labour force",608.1
"2017-06","Saskatchewan","Employment",568.2
"2017-06","Saskatchewan","Full-time employment",467.5
"2017-06","Saskatchewan","Part-time employment ",100.7
"2017-06","Saskatchewan","Unemployment",39.9
"2017-06","Saskatchewan","Unemployment rate",6.6
"2017-06","Saskatchewan","Participation rate",69.3
"2017-06","Saskatchewan","Employment rate",64.8
"2017-06","Alberta","Population",3428.5
"2017-06","Alberta","Labour force",2482.6
"2017-06","Alberta","Employment",2295
"2017-06","Alberta","Full-time employment",1867.6
"2017-06","Alberta","Part-time employment ",427.5
"2017-06","Alberta","Unemployment",187.5
"2017-06","Alberta","Unemployment rate",7.6
"2017-06","Alberta","Participation rate",72.4
"2017-06","Alberta","Employment rate",66.9
"2017-06","British Columbia","Population",3979
"2017-06","British Columbia","Labour force",2618.2
"2017-06","British Columbia","Employment",2488.7
"2017-06","British Columbia","Full-time employment",1949.2
"2017-06","British Columbia","Part-time employment ",539.6
"2017-06","British Columbia","Unemployment",129.5
"2017-06","British Columbia","Unemployment rate",4.9
"2017-06","British Columbia","Participation rate",65.8
"2017-06","British Columbia","Employment rate",62.5
"2017-07","Newfoundland and Labrador","Population",445.8
"2017-07","Newfoundland and Labrador","Labour force",259.8
"2017-07","Newfoundland and Labrador","Employment",219.7
"2017-07","Newfoundland and Labrador","Full-time employment",188.8
"2017-07","Newfoundland and Labrador","Part-time employment ",30.9
"2017-07","Newfoundland and Labrador","Unemployment",40.1
"2017-07","Newfoundland and Labrador","Unemployment rate",15.4
"2017-07","Newfoundland and Labrador","Participation rate",58.3
"2017-07","Newfoundland and Labrador","Employment rate",49.3
"2017-07","Prince Edward Island","Population",124
"2017-07","Prince Edward Island","Labour force",81.9
"2017-07","Prince Edward Island","Employment",73.4
"2017-07","Prince Edward Island","Full-time employment",61
"2017-07","Prince Edward Island","Part-time employment ",12.5
"2017-07","Prince Edward Island","Unemployment",8.4
"2017-07","Prince Edward Island","Unemployment rate",10.3
"2017-07","Prince Edward Island","Participation rate",66
"2017-07","Prince Edward Island","Employment rate",59.2
"2017-07","Nova Scotia","Population",792.4
"2017-07","Nova Scotia","Labour force",488.9
"2017-07","Nova Scotia","Employment",449.7
"2017-07","Nova Scotia","Full-time employment",364.6
"2017-07","Nova Scotia","Part-time employment ",85.1
"2017-07","Nova Scotia","Unemployment",39.2
"2017-07","Nova Scotia","Unemployment rate",8
"2017-07","Nova Scotia","Participation rate",61.7
"2017-07","Nova Scotia","Employment rate",56.8
"2017-07","New Brunswick","Population",624.8
"2017-07","New Brunswick","Labour force",377.7
"2017-07","New Brunswick","Employment",352.4
"2017-07","New Brunswick","Full-time employment",300.5
"2017-07","New Brunswick","Part-time employment ",51.8
"2017-07","New Brunswick","Unemployment",25.3
"2017-07","New Brunswick","Unemployment rate",6.7
"2017-07","New Brunswick","Participation rate",60.5
"2017-07","New Brunswick","Employment rate",56.4
"2017-07","Quebec","Population",6935
"2017-07","Quebec","Labour force",4500.8
"2017-07","Quebec","Employment",4242
"2017-07","Quebec","Full-time employment",3438.4
"2017-07","Quebec","Part-time employment ",803.7
"2017-07","Quebec","Unemployment",258.8
"2017-07","Quebec","Unemployment rate",5.8
"2017-07","Quebec","Participation rate",64.9
"2017-07","Quebec","Employment rate",61.2
"2017-07","Ontario","Population",11690
"2017-07","Ontario","Labour force",7575.1
"2017-07","Ontario","Employment",7116.1
"2017-07","Ontario","Full-time employment",5773.9
"2017-07","Ontario","Part-time employment ",1342.2
"2017-07","Ontario","Unemployment",459.1
"2017-07","Ontario","Unemployment rate",6.1
"2017-07","Ontario","Participation rate",64.8
"2017-07","Ontario","Employment rate",60.9
"2017-07","Manitoba","Population",1014.6
"2017-07","Manitoba","Labour force",683.5
"2017-07","Manitoba","Employment",649
"2017-07","Manitoba","Full-time employment",524.2
"2017-07","Manitoba","Part-time employment ",124.8
"2017-07","Manitoba","Unemployment",34.5
"2017-07","Manitoba","Unemployment rate",5
"2017-07","Manitoba","Participation rate",67.4
"2017-07","Manitoba","Employment rate",64
"2017-07","Saskatchewan","Population",877.5
"2017-07","Saskatchewan","Labour force",608.5
"2017-07","Saskatchewan","Employment",568.5
"2017-07","Saskatchewan","Full-time employment",466.2
"2017-07","Saskatchewan","Part-time employment ",102.3
"2017-07","Saskatchewan","Unemployment",39.9
"2017-07","Saskatchewan","Unemployment rate",6.6
"2017-07","Saskatchewan","Participation rate",69.3
"2017-07","Saskatchewan","Employment rate",64.8
"2017-07","Alberta","Population",3431.2
"2017-07","Alberta","Labour force",2476.5
"2017-07","Alberta","Employment",2285.9
"2017-07","Alberta","Full-time employment",1863.9
"2017-07","Alberta","Part-time employment ",422
"2017-07","Alberta","Unemployment",190.6
"2017-07","Alberta","Unemployment rate",7.7
"2017-07","Alberta","Participation rate",72.2
"2017-07","Alberta","Employment rate",66.6
"2017-07","British Columbia","Population",3983.8
"2017-07","British Columbia","Labour force",2616.2
"2017-07","British Columbia","Employment",2479.7
"2017-07","British Columbia","Full-time employment",1950.9
"2017-07","British Columbia","Part-time employment ",528.8
"2017-07","British Columbia","Unemployment",136.5
"2017-07","British Columbia","Unemployment rate",5.2
"2017-07","British Columbia","Participation rate",65.7
"2017-07","British Columbia","Employment rate",62.2
"2017-08","Newfoundland and Labrador","Population",445.8
"2017-08","Newfoundland and Labrador","Labour force",258.7
"2017-08","Newfoundland and Labrador","Employment",220.1
"2017-08","Newfoundland and Labrador","Full-time employment",190.5
"2017-08","Newfoundland and Labrador","Part-time employment ",29.6
"2017-08","Newfoundland and Labrador","Unemployment",38.6
"2017-08","Newfoundland and Labrador","Unemployment rate",14.9
"2017-08","Newfoundland and Labrador","Participation rate",58
"2017-08","Newfoundland and Labrador","Employment rate",49.4
"2017-08","Prince Edward Island","Population",124.1
"2017-08","Prince Edward Island","Labour force",81.5
"2017-08","Prince Edward Island","Employment",74
"2017-08","Prince Edward Island","Full-time employment",61.2
"2017-08","Prince Edward Island","Part-time employment ",12.9
"2017-08","Prince Edward Island","Unemployment",7.5
"2017-08","Prince Edward Island","Unemployment rate",9.2
"2017-08","Prince Edward Island","Participation rate",65.7
"2017-08","Prince Edward Island","Employment rate",59.6
"2017-08","Nova Scotia","Population",793.3
"2017-08","Nova Scotia","Labour force",488.5
"2017-08","Nova Scotia","Employment",445.9
"2017-08","Nova Scotia","Full-time employment",356.4
"2017-08","Nova Scotia","Part-time employment ",89.5
"2017-08","Nova Scotia","Unemployment",42.6
"2017-08","Nova Scotia","Unemployment rate",8.7
"2017-08","Nova Scotia","Participation rate",61.6
"2017-08","Nova Scotia","Employment rate",56.2
"2017-08","New Brunswick","Population",625
"2017-08","New Brunswick","Labour force",382.1
"2017-08","New Brunswick","Employment",352.1
"2017-08","New Brunswick","Full-time employment",300.5
"2017-08","New Brunswick","Part-time employment ",51.6
"2017-08","New Brunswick","Unemployment",29.9
"2017-08","New Brunswick","Unemployment rate",7.8
"2017-08","New Brunswick","Participation rate",61.1
"2017-08","New Brunswick","Employment rate",56.3
"2017-08","Quebec","Population",6940.7
"2017-08","Quebec","Labour force",4505.3
"2017-08","Quebec","Employment",4237.3
"2017-08","Quebec","Full-time employment",3406.4
"2017-08","Quebec","Part-time employment ",830.9
"2017-08","Quebec","Unemployment",268
"2017-08","Quebec","Unemployment rate",5.9
"2017-08","Quebec","Participation rate",64.9
"2017-08","Quebec","Employment rate",61.1
"2017-08","Ontario","Population",11709.8
"2017-08","Ontario","Labour force",7571.5
"2017-08","Ontario","Employment",7154.1
"2017-08","Ontario","Full-time employment",5746.7
"2017-08","Ontario","Part-time employment ",1407.4
"2017-08","Ontario","Unemployment",417.4
"2017-08","Ontario","Unemployment rate",5.5
"2017-08","Ontario","Participation rate",64.7
"2017-08","Ontario","Employment rate",61.1
"2017-08","Manitoba","Population",1015.9
"2017-08","Manitoba","Labour force",683.6
"2017-08","Manitoba","Employment",648.9
"2017-08","Manitoba","Full-time employment",519.9
"2017-08","Manitoba","Part-time employment ",129
"2017-08","Manitoba","Unemployment",34.8
"2017-08","Manitoba","Unemployment rate",5.1
"2017-08","Manitoba","Participation rate",67.3
"2017-08","Manitoba","Employment rate",63.9
"2017-08","Saskatchewan","Population",878
"2017-08","Saskatchewan","Labour force",605.9
"2017-08","Saskatchewan","Employment",568.5
"2017-08","Saskatchewan","Full-time employment",465.2
"2017-08","Saskatchewan","Part-time employment ",103.3
"2017-08","Saskatchewan","Unemployment",37.4
"2017-08","Saskatchewan","Unemployment rate",6.2
"2017-08","Saskatchewan","Participation rate",69
"2017-08","Saskatchewan","Employment rate",64.7
"2017-08","Alberta","Population",3434.5
"2017-08","Alberta","Labour force",2486.9
"2017-08","Alberta","Employment",2286.8
"2017-08","Alberta","Full-time employment",1872.3
"2017-08","Alberta","Part-time employment ",414.5
"2017-08","Alberta","Unemployment",200.1
"2017-08","Alberta","Unemployment rate",8
"2017-08","Alberta","Participation rate",72.4
"2017-08","Alberta","Employment rate",66.6
"2017-08","British Columbia","Population",3988.1
"2017-08","British Columbia","Labour force",2610.9
"2017-08","British Columbia","Employment",2485.1
"2017-08","British Columbia","Full-time employment",1934.1
"2017-08","British Columbia","Part-time employment ",551
"2017-08","British Columbia","Unemployment",125.8
"2017-08","British Columbia","Unemployment rate",4.8
"2017-08","British Columbia","Participation rate",65.5
"2017-08","British Columbia","Employment rate",62.3
"2017-09","Newfoundland and Labrador","Population",445.5
"2017-09","Newfoundland and Labrador","Labour force",260.1
"2017-09","Newfoundland and Labrador","Employment",221.2
"2017-09","Newfoundland and Labrador","Full-time employment",190.9
"2017-09","Newfoundland and Labrador","Part-time employment ",30.3
"2017-09","Newfoundland and Labrador","Unemployment",39
"2017-09","Newfoundland and Labrador","Unemployment rate",15
"2017-09","Newfoundland and Labrador","Participation rate",58.4
"2017-09","Newfoundland and Labrador","Employment rate",49.7
"2017-09","Prince Edward Island","Population",124.2
"2017-09","Prince Edward Island","Labour force",81.8
"2017-09","Prince Edward Island","Employment",73.3
"2017-09","Prince Edward Island","Full-time employment",60.5
"2017-09","Prince Edward Island","Part-time employment ",12.8
"2017-09","Prince Edward Island","Unemployment",8.5
"2017-09","Prince Edward Island","Unemployment rate",10.4
"2017-09","Prince Edward Island","Participation rate",65.9
"2017-09","Prince Edward Island","Employment rate",59
"2017-09","Nova Scotia","Population",793.7
"2017-09","Nova Scotia","Labour force",492.1
"2017-09","Nova Scotia","Employment",448.2
"2017-09","Nova Scotia","Full-time employment",362
"2017-09","Nova Scotia","Part-time employment ",86.2
"2017-09","Nova Scotia","Unemployment",43.8
"2017-09","Nova Scotia","Unemployment rate",8.9
"2017-09","Nova Scotia","Participation rate",62
"2017-09","Nova Scotia","Employment rate",56.5
"2017-09","New Brunswick","Population",625.2
"2017-09","New Brunswick","Labour force",382.6
"2017-09","New Brunswick","Employment",352.4
"2017-09","New Brunswick","Full-time employment",301.6
"2017-09","New Brunswick","Part-time employment ",50.8
"2017-09","New Brunswick","Unemployment",30.2
"2017-09","New Brunswick","Unemployment rate",7.9
"2017-09","New Brunswick","Participation rate",61.2
"2017-09","New Brunswick","Employment rate",56.4
"2017-09","Quebec","Population",6944
"2017-09","Quebec","Labour force",4504.9
"2017-09","Quebec","Employment",4234.8
"2017-09","Quebec","Full-time employment",3428.9
"2017-09","Quebec","Part-time employment ",805.9
"2017-09","Quebec","Unemployment",270.1
"2017-09","Quebec","Unemployment rate",6
"2017-09","Quebec","Participation rate",64.9
"2017-09","Quebec","Employment rate",61
"2017-09","Ontario","Population",11725.2
"2017-09","Ontario","Labour force",7600.1
"2017-09","Ontario","Employment",7177.2
"2017-09","Ontario","Full-time employment",5815.4
"2017-09","Ontario","Part-time employment ",1361.8
"2017-09","Ontario","Unemployment",423
"2017-09","Ontario","Unemployment rate",5.6
"2017-09","Ontario","Participation rate",64.8
"2017-09","Ontario","Employment rate",61.2
"2017-09","Manitoba","Population",1016.7
"2017-09","Manitoba","Labour force",683.7
"2017-09","Manitoba","Employment",644.9
"2017-09","Manitoba","Full-time employment",519.9
"2017-09","Manitoba","Part-time employment ",125
"2017-09","Manitoba","Unemployment",38.8
"2017-09","Manitoba","Unemployment rate",5.7
"2017-09","Manitoba","Participation rate",67.2
"2017-09","Manitoba","Employment rate",63.4
"2017-09","Saskatchewan","Population",878.8
"2017-09","Saskatchewan","Labour force",605.5
"2017-09","Saskatchewan","Employment",568.5
"2017-09","Saskatchewan","Full-time employment",467.4
"2017-09","Saskatchewan","Part-time employment ",101
"2017-09","Saskatchewan","Unemployment",37.1
"2017-09","Saskatchewan","Unemployment rate",6.1
"2017-09","Saskatchewan","Participation rate",68.9
"2017-09","Saskatchewan","Employment rate",64.7
"2017-09","Alberta","Population",3436.7
"2017-09","Alberta","Labour force",2471.7
"2017-09","Alberta","Employment",2283.3
"2017-09","Alberta","Full-time employment",1876.4
"2017-09","Alberta","Part-time employment ",406.8
"2017-09","Alberta","Unemployment",188.5
"2017-09","Alberta","Unemployment rate",7.6
"2017-09","Alberta","Participation rate",71.9
"2017-09","Alberta","Employment rate",66.4
"2017-09","British Columbia","Population",3991.7
"2017-09","British Columbia","Labour force",2598.8
"2017-09","British Columbia","Employment",2468.7
"2017-09","British Columbia","Full-time employment",1927.7
"2017-09","British Columbia","Part-time employment ",541
"2017-09","British Columbia","Unemployment",130.1
"2017-09","British Columbia","Unemployment rate",5
"2017-09","British Columbia","Participation rate",65.1
"2017-09","British Columbia","Employment rate",61.8
"2017-10","Newfoundland and Labrador","Population",445.4
"2017-10","Newfoundland and Labrador","Labour force",262.7
"2017-10","Newfoundland and Labrador","Employment",224.8
"2017-10","Newfoundland and Labrador","Full-time employment",191.9
"2017-10","Newfoundland and Labrador","Part-time employment ",32.9
"2017-10","Newfoundland and Labrador","Unemployment",37.8
"2017-10","Newfoundland and Labrador","Unemployment rate",14.4
"2017-10","Newfoundland and Labrador","Participation rate",59
"2017-10","Newfoundland and Labrador","Employment rate",50.5
"2017-10","Prince Edward Island","Population",124.3
"2017-10","Prince Edward Island","Labour force",81.3
"2017-10","Prince Edward Island","Employment",72.6
"2017-10","Prince Edward Island","Full-time employment",60.4
"2017-10","Prince Edward Island","Part-time employment ",12.2
